n 		 spin_accpt		Ecalc		 Mabs_calc
41		242		-6.536585		0.97561
41		438		-14.731707		2.731707
41		604		-23.02439		3.707317
41		753		-33.95122		4.731707
41		870		-44.487805		6
41		1006		-55.609756		7.463415
41		1119		-67.512195		9.658537
41		1227		-80.390244		12.243902
41		1317		-93.268293		15.219512
41		1425		-105.073171		17.414634
41		1540		-116		19.658537
41		1646		-127.707317		21.414634
41		1779		-138.829268		23.804878
41		1918		-149.95122		26.829268
41		2047		-160		30.097561
41		2149		-172.585366		34.146341
41		2249		-185.560976		38.585366
41		2349		-197.756098		43.317073
41		2438		-208.97561		47.902439
41		2571		-218.341463		51.365854
41		2693		-227.902439		54.243902
41		2826		-239.02439		57.853659
41		2964		-251.02439		61.560976
41		3078		-261.658537		64.97561
41		3202		-273.365854		68.585366
41		3300		-285.756098		72.97561
41		3403		-299.317073		78
41		3508		-311.121951		82.195122
41		3618		-324.292683		86.682927
41		3714		-336.097561		91.268293
41		3820		-348.585366		96.341463
41		3931		-361.170732		100.97561
41		4027		-372.195122		105.414634
41		4156		-383.902439		109.121951
41		4245		-396.487805		112.878049
41		4340		-409.073171		116.585366
41		4460		-420.585366		120.682927
41		4579		-431.121951		123.853659
41		4709		-441.658537		126.243902
41		4834		-452.097561		129.170732
41		4967		-461.95122		131.268293
42		253		-5.619048		0.238095
42		446		-13.52381		0.52381
42		637		-22.47619		1.142857
42		773		-32		2.142857
42		928		-41.52381		3
42		1072		-51.428571		3.095238
42		1214		-60.761905		3.380952
42		1367		-69.428571		3.904762
42		1533		-78.285714		4.714286
42		1674		-88.095238		5.666667
42		1799		-98.952381		6.190476
42		1915		-110.190476		6.809524
42		2025		-121.428571		7.619048
42		2135		-132.095238		8.333333
42		2260		-142.095238		9.47619
42		2391		-152.380952		10.47619
42		2530		-162.952381		11.428571
42		2668		-172.761905		11.904762
42		2782		-183.333333		13.238095
42		2922		-194.095238		13.809524
42		3037		-205.047619		13.857143
42		3165		-214.952381		13.904762
42		3302		-225.428571		14.857143
42		3431		-235.714286		16.428571
42		3545		-246.666667		17.904762
42		3632		-258.190476		18.666667
42		3757		-269.142857		18.809524
42		3894		-279.047619		19.095238
42		4038		-289.619048		19.666667
42		4161		-299.52381		20.285714
42		4313		-309.619048		21.952381
42		4459		-320.190476		23.52381
42		4600		-331.047619		25.904762
42		4736		-341.52381		27.52381
42		4890		-352.571429		29.809524
42		5006		-364		32.571429
42		5138		-374.095238		34.761905
42		5270		-384.952381		36.380952
42		5387		-395.047619		38.428571
42		5528		-406.190476		41.666667
42		5647		-417.428571		44.952381
42		5755		-428.571429		49
43		235		-5.953488		1.162791
43		426		-12.930233		2.465116
43		605		-21.581395		3.72093
43		745		-31.348837		5.255814
43		868		-41.209302		7.674419
43		1030		-52.465116		10.372093
43		1147		-62.976744		13.023256
43		1283		-72.744186		15.767442
43		1395		-83.72093		17.767442
43		1519		-93.581395		19.302326
43		1656		-102.418605		20.976744
43		1799		-111.534884		21.860465
43		1931		-121.023256		22
43		2066		-130.325581		22.465116
43		2189		-140.27907		22.604651
43		2308		-150.511628		23.255814
43		2429		-161.302326		23.395349
43		2532		-171.627907		24.139535
43		2658		-182.418605		24.790698
43		2778		-192.55814		25.069767
43		2925		-201.860465		25.674419
43		3058		-212.55814		26.790698
43		3168		-223.813953		28.093023
43		3278		-235.162791		29.488372
