n 		 spin_accpt		Ecalc		 Mabs_calc
4421		467536		-499.972857		193.021488
4431		491236		-486.255924		169.344617
4441		492467		-486.012159		170.199054
4451		489140		-489.131431		178.511346
4461		472142		-499.957857		198.433983
4471		487630		-491.003355		177.270857
4481		489710		-490.898460		174.448114
4491		487522		-492.887998		174.967268
4501		480501		-497.552544		182.479005
4511		489464		-492.634892		177.537131
4521		488509		-493.982747		186.050431
4531		468603		-505.951004		206.237917
4541		485583		-497.183880		189.213389
4551		486285		-497.125027		181.178203
4561		496713		-491.550976		178.138566
4571		481554		-501.274119		194.704879
4581		493499		-494.630867		182.032307
4591		491165		-497.424526		185.602701
4601		511954		-485.058900		162.590741
4611		517183		-482.545218		155.392323
4621		491710		-498.318979		183.842026
4631		487791		-500.399914		198.990715
4641		516357		-485.416074		164.184012
4651		494609		-498.417545		195.136960
4661		508907		-490.401201		170.226132
4671		502396		-494.537358		177.964890
4681		511040		-490.972015		173.210425
4691		491615		-502.523129		202.358133
4701		488456		-505.358860		204.465858
4711		510326		-492.651242		182.382084
4721		524969		-485.404787		160.937090
4731		498103		-500.837032		195.392517
4741		508593		-495.225480		181.699641
4751		517397		-491.978110		171.204378
4761		514223		-494.300357		182.012602
4771		530304		-485.990358		157.799623
4781		494028		-507.032838		208.638360
4791		511072		-496.969317		185.869338
4801		497638		-505.155593		212.810664
4811		541049		-482.565787		159.875702
4821		512007		-498.847542		190.842979
4831		523460		-492.707100		182.220658
4841		518951		-496.441231		181.434001
4851		532580		-489.837972		165.750567
4861		539601		-485.765069		155.012960
4871		526790		-493.397660		183.170602
4881		518787		-498.883835		188.785905
4891		535133		-489.767328		171.225107
4901		548845		-484.692104		154.998164
4911		539936		-489.132152		165.563836
4921		532178		-494.477545		179.791912
4931		530583		-495.035490		188.636788
4941		544544		-488.448492		162.892532
4951		554430		-483.631590		154.412038
4961		525854		-499.753276		183.830679
4971		532339		-495.827801		185.588413
4981		520114		-503.867496		204.807870
4991		543797		-491.491084		170.393108
5001		560731		-483.112977		160.251550
5011		548899		-489.236480		174.738376
5021		531071		-500.908186		196.019916
5031		544056		-494.486186		176.413437
5041		539765		-496.760167		182.736759
5051		547735		-493.764403		179.935062
5061		526503		-504.400711		206.430350
5071		542964		-496.225597		188.403865
5081		539898		-498.257823		192.069278
5091		566883		-485.049696		153.869574
5101		540310		-500.170163		189.637718
5111		574927		-481.822735		157.395422
5121		553882		-493.951181		184.917008
5131		563347		-489.257455		170.299747
5141		570206		-486.555145		167.587629
5151		553732		-495.243642		189.669967
5161		556898		-493.944584		177.373377
5171		542695		-502.637788		196.038677
5181		555726		-495.904266		187.771859
5191		565308		-491.493739		180.119823
5201		574167		-488.268410		161.114786
5211		559914		-495.970063		190.235655
5221		573004		-489.558322		173.588585
5231		560797		-496.134582		183.780921
5241		576570		-489.108949		170.088914
5251		576252		-489.442011		169.808417
5261		569700		-493.750998		184.425394
5271		555417		-500.572946		189.273383
5281		576034		-490.555577		174.330998
5291		559507		-500.240408		198.827443
5301		567614		-496.903980		180.903603
5311		563754		-499.493127		187.312371
5321		585997		-488.260853		168.580342
5331		577918		-492.875633		177.738511
5341		587466		-489.559259		175.148849
5351		557765		-504.550178		199.705849
5361		602684		-483.003917		150.276068
5371		580887		-493.562465		181.520760
5381		577577		-495.658056		179.714551
5391		607750		-481.406047		151.747728
5401		590465		-490.411405		169.934086
5411		585954		-493.063020		177.496211
5421		596087		-488.866261		165.474636
5431		589003		-492.262198		178.298656
5441		591997		-492.846903		176.251057
5451		610501		-482.833975		158.578243
5461		590633		-493.024721		168.196301
5471		590319		-494.969110		178.794370
5481		581718		-499.089947		191.288451
5491		575889		-502.372610		198.250956
5501		575339		-503.043810		202.376295
5511		601420		-491.091272		176.292869
5521		610113		-487.560225		165.973918
5531		591057		-497.984451		190.093292
5541		598033		-494.639235		178.352644
5551		600091		-493.556476		180.050081
5561		603130		-493.197626		176.878259
5571		583549		-501.917789		190.816011
5581		586490		-501.816879		192.334349
5591		630553		-481.367913		153.733858
5601		614608		-489.825388		175.081950
5611		616055		-488.804135		172.253074
5621		618846		-489.070984		174.691692
5631		638970		-479.828805		143.483573
5641		624109		-487.700053		166.180819
5651		611227		-493.673332		180.661476
5661		621553		-489.362303		165.424483
5671		601432		-499.390584		190.223946
5681		602334		-499.835240		191.245555
5691		626198		-488.934106		164.961518
5701		612680		-495.091387		184.868269
5711		617055		-494.734372		178.680791
5721		615665		-495.593777		181.193498
5731		608517		-498.352120		189.697435
5741		608434		-499.731057		189.398014
5751		631294		-489.407755		169.258216
5761		611295		-499.510502		189.464676
5771		634287		-489.299601		170.645295
5781		606609		-501.837744		201.469988
5791		637820		-488.107753		168.788465
5801		632172		-490.891226		170.310291
5811		647793		-484.318706		158.214421
5821		626140		-495.853633		177.293936
5831		616585		-500.731264		191.332876
5841		616576		-500.699195		198.095189
5851		641274		-489.223722		172.784481
5861		621877		-499.434226		186.256953
5871		641297		-490.352580		181.609266
5881		635748		-493.684067		180.557728
5891		609322		-506.312680		207.101002
5901		648078		-489.098797		167.979664
5911		644740		-491.807816		175.879885
5921		646551		-490.698193		172.288127
5931		626402		-500.188164		185.167425
5941		625603		-501.665040		192.281097
5951		647106		-492.381785		169.238447
5961		644683		-494.099648		173.379970
5971		639070		-496.673924		183.258416
5981		647751		-493.362314		181.566628
5991		656679		-489.936238		172.106827
6001		672587		-483.310115		156.017664
6011		642040		-496.984861		180.305107
6021		639973		-498.817472		190.203288
6031		655774		-492.161831		177.128503
6041		653077		-493.967886		179.147492
6051		645803		-497.396794		185.828458
6061		661635		-491.049002		175.891437
6071		661969		-491.152034		172.861802
6081		644792		-499.157375		192.392370
6091		665315		-491.517321		167.956986
6101		648613		-498.101950		190.820849
6111		669095		-490.274587		174.080838
6121		664150		-492.679628		177.994445
6131		672157		-489.824825		177.895286
6141		666008		-492.824621		175.131086
6151		677590		-488.775159		162.770932
6161		655290		-498.308716		186.733323
6171		658675		-498.130611		188.089451
6181		658735		-498.786604		187.387478
6191		659396		-498.091423		189.088354
6201		665186		-495.975488		184.992098
6211		669484		-494.450491		184.083722
6221		646934		-505.198521		204.334351
6231		679298		-491.581448		177.087466
6241		666203		-497.032527		188.061208
6251		676548		-492.897136		183.024156
6261		677557		-493.947293		180.657084
6271		675220		-495.856482		187.452400
6281		680443		-493.276230		182.369368
6291		681206		-493.592116		179.338420
6301		692994		-488.644342		162.086970
6311		692314		-489.324037		171.656790
6321		692446		-490.299003		178.095555
6331		717278		-479.457274		149.144211
6341		684673		-493.820533		181.616464
6351		686655		-493.579594		176.540702
6361		711984		-483.391920		160.814652
6371		688109		-494.264009		183.599749
6381		695298		-491.774957		172.970067
6391		692648		-493.686747		175.937725
6401		694548		-492.637400		173.431339
6411		678017		-500.487287		197.245048
6421		681243		-499.372683		190.344806
6431		707370		-488.364485		170.584668
6441		705263		-490.786524		174.469492
6451		684956		-499.324136		189.254379
6461		691886		-496.333694		189.451169
6471		711720		-488.991501		161.965384
6481		695487		-495.763000		184.315692
6491		713573		-488.521953		165.093514
6501		703770		-493.576988		181.485310
6511		711104		-491.533098		165.215789
6521		696569		-497.674590		190.848029
6531		685162		-502.651355		200.330424
6541		716817		-490.369668		171.954747
6551		698573		-497.733476		183.285605
6561		724674		-487.487273		164.452370
6571		701772		-497.540100		183.668848
6581		697545		-499.679076		192.668895
6591		690937		-502.409953		193.485966
6601		711990		-493.973640		181.107105
6611		714885		-493.446680		175.715323
6621		720986		-491.149373		171.601873
6631		726005		-489.858543		171.372644
6641		706467		-498.608041		186.570396
6651		707359		-498.257706		193.699293
6661		718945		-494.602012		183.189311
6671		720327		-494.730025		178.745316
6681		742587		-485.694956		161.070498
6691		724279		-493.512479		181.038111
6701		728930		-491.606626		178.855693
6711		728297		-492.644315		174.211295
6721		743805		-486.340128		165.430442
6731		734878		-490.894666		170.536622
6741		734720		-491.578104		172.686248
6751		733402		-492.824767		165.745223
6761		726189		-495.495341		183.101316
6771		738209		-491.622508		175.699010
6781		745605		-488.769208		173.993806
6791		725071		-497.230452		184.606980
6801		736350		-492.815174		182.336421
6811		722472		-499.053296		193.576274
6821		727185		-497.545228		187.246445
6831		740170		-493.165276		180.624213
6841		732460		-497.099254		181.983628
6851		732938		-496.549409		187.509853
6861		743801		-493.125200		178.678618
6871		729799		-499.123854		189.163149
6881		752415		-491.104781		172.208981
6891		726518		-500.926426		190.392686
6901		750403		-491.908419		182.960441
6911		753449		-491.545073		176.453480
6921		762308		-488.288976		167.689062
6931		752696		-492.622710		176.979079
6941		773177		-485.385967		160.515488
6951		761838		-490.256366		168.032513
6961		718101		-508.214337		204.707370
6971		722325		-505.760436		201.822981
6981		752505		-494.471852		177.998854
6991		758162		-492.702045		173.571449
7001		762581		-492.354235		167.389801
7011		761185		-493.078306		178.796177
7021		756011		-494.871956		182.581968
7031		769873		-490.392263		173.239653
7041		773013		-490.167874		170.442267
7051		785214		-485.269607		157.254857
7061		781028		-487.228438		165.598640
7071		742061		-502.448876		202.444067
7081		753621		-498.429035		187.332015
7091		769350		-492.635735		181.516570
7101		769864		-493.200958		179.638361
7111		769052		-494.116721		175.064548
7121		743047		-504.146047		196.693161
7131		784175		-489.068013		171.650540
7141		769453		-493.983476		183.100126
7151		769982		-495.182212		185.346944
7161		765416		-496.984779		184.853791
7171		783690		-490.058848		174.715660
7181		797276		-486.265423		163.804206
7191		795054		-486.793492		165.877625
7201		783142		-492.422164		169.590335
7211		768518		-498.095687		184.811815
7221		780495		-493.919956		178.645617
7231		795952		-488.682063		160.962246
7241		782246		-494.025135		182.700456
7251		755771		-504.119156		206.362157
7261		770510		-499.181380		195.298719
7271		788554		-493.025444		180.691789
7281		771439		-499.513254		194.171680
7291		804571		-487.608284		172.610342
7301		780762		-496.580194		193.033557
7311		793891		-492.601286		178.616879
7321		783111		-497.073077		188.680781
7331		808767		-488.527077		163.998090
7341		789592		-495.394633		187.736003
7351		802084		-491.140253		169.877024
