n 		 spin_accpt		Ecalc		 Mabs_calc
4201		1202		-798.884075		399.712925
4211		1198		-798.835431		399.703633
4221		1188		-798.962331		399.737503
4231		1282		-798.789884		399.689435
4241		1230		-798.862532		399.706201
4251		1192		-798.914138		399.722889
4261		1233		-798.892279		399.716029
4271		1188		-798.892999		399.715757
4281		1302		-798.880635		399.714553
4291		1176		-798.939175		399.729667
4301		1220		-798.833760		399.702395
4311		1252		-798.950592		399.732313
4321		1205		-798.976163		399.738486
4331		1216		-798.926807		399.727084
4341		1204		-798.922829		399.722184
4351		1263		-798.870145		399.712250
4361		1176		-798.928686		399.728503
4371		1376		-798.664836		399.659574
4381		1224		-798.965533		399.737503
4391		1374		-798.740150		399.677978
4401		1150		-798.964781		399.735515
4411		1362		-798.873725		399.711630
4421		1366		-798.883511		399.714544
4431		1198		-798.948319		399.733694
4441		1262		-798.865120		399.710426
4451		1218		-798.929679		399.728151
4461		1260		-798.826272		399.701412
4471		1331		-798.791322		399.690897
4481		1330		-798.802053		399.693372
4491		1342		-798.893788		399.718548
4501		1316		-798.876694		399.714730
4511		1355		-798.873864		399.710929
4521		1298		-798.907321		399.721301
4531		1274		-798.921209		399.725006
4541		1236		-798.905968		399.722528
4551		1311		-798.885520		399.717425
4561		1243		-798.950230		399.731638
4571		1458		-798.690877		399.666594
4581		1276		-798.870989		399.713163
4591		1228		-798.971902		399.737748
4601		1326		-798.828950		399.699196
4611		1362		-798.914769		399.724572
4621		1469		-798.750054		399.680589
4631		1404		-798.784712		399.690348
4641		1354		-798.854557		399.709114
4651		1394		-798.851860		399.708020
4661		1358		-798.850032		399.708646
4671		1402		-798.872190		399.711839
4681		1332		-798.948943		399.732109
4691		1294		-798.915370		399.723726
4701		1296		-798.977239		399.739204
4711		1310		-798.963277		399.735513
4721		1275		-798.939208		399.728447
4731		1314		-798.852674		399.707884
4741		1382		-798.807003		399.693314
4751		1352		-798.992212		399.742370
4761		1451		-798.785969		399.692502
4771		1352		-798.851394		399.708237
4781		1392		-798.887262		399.716377
4791		1354		-798.956377		399.734085
4801		1366		-798.882733		399.714643
4811		1326		-798.875078		399.713157
4821		1356		-798.998548		399.745281
4831		1408		-798.816808		399.698613
4841		1446		-798.801074		399.693039
4851		1428		-798.770563		399.687487
4861		1438		-798.775561		399.684016
4871		1332		-798.948060		399.733114
4881		1326		-798.940381		399.730383
